,0
2528,15300
2529,12121
2530,2798
2531,7689
2532,11238
2533,3200
2534,11514
2535,13588
2536,9739
2537,13202
2538,13589
2539,9023
2540,7855
2541,2053
2542,7298
2543,12200
2544,2942
2545,7616
2546,2405
2547,9284
2548,2072
2549,2369
2550,7491
2551,12250
2552,6860
2553,10941
2554,5333
2555,11481
2556,15610
2557,11325
2558,5257
2559,10315
2560,824
2561,1359
2562,7412
2563,13037
2564,8193
2565,6053
2566,11033
2567,15368
2568,15308
2569,3982
2570,10089
2571,4508
2572,3257
2573,10173
2574,11050
2575,2857
2576,11062
2577,10043
2578,4734
2579,6752
2580,13497
2581,8081
2582,9020
2583,1660
2584,1812
2585,11980
2586,3340
2587,1694
2588,13947
2589,12448
2590,12499
2591,926
2592,15536
2593,10837
2594,3501
2595,6897
2596,10890
2597,15597
2598,11250
2599,4021
2600,15340
2601,9930
2602,2897
2603,6780
2604,14191
2605,2466
2606,10529
2607,12894
2608,11913
2609,14867
2610,3846
2611,13720
2612,15133
2613,3858
2614,9127
2615,14623
2616,12942
2617,7637
2618,8134
2619,4361
2620,9780
2621,8003
2622,6607
2623,4913
2624,3402
2625,2384
2626,7302
2627,291
2628,10300
2629,449
2630,4414
2631,5189
2632,1422
2633,13660
2634,11885
2635,11193
2636,594
2637,503
2638,3148
2639,2681
2640,3072
2641,3721
2642,9441
2643,13110
2644,14156
2645,6746
2646,10324
2647,8387
2648,3093
2649,3369
2650,180
2651,7194
2652,3595
2653,13042
2654,3865
2655,5533
2656,12742
2657,13143
2658,4040
2659,11382
2660,15315
2661,13199
2662,14507
2663,7785
2664,11049
2665,9700
2666,1640
2667,9693
2668,15044
2669,14587
2670,4704
2671,7375
2672,12621
2673,15663
2674,12739
2675,5514
2676,3355
2677,2970
2678,9318
2679,3147
2680,13454
2681,13437
2682,14093
2683,2919
2684,15003
2685,11265
2686,6666
2687,8051
2688,11431
2689,14534
2690,14698
2691,10452
2692,4337
2693,1739
2694,950
2695,4315
2696,6081
2697,3550
2698,9306
2699,2268
2700,7823
2701,3502
2702,15228
2703,15071
2704,275
2705,14954
2706,15167
2707,9946
2708,5275
2709,14077
2710,10151
2711,1830
2712,11132
2713,11053
2714,2345
2715,4410
2716,5094
2717,13361
2718,3521
2719,2989
2720,14710
2721,9129
2722,14976
2723,339
2724,9113
2725,12882
2726,11092
2727,591
2728,628
2729,5112
2730,5758
2731,2521
2732,10534
2733,6572
2734,11558
2735,12248
2736,3205
2737,11423
2738,71
2739,13978
2740,12049
2741,3354
2742,13444
2743,2534
2744,13573
2745,3256
2746,14203
2747,4307
2748,9554
2749,5636
2750,5775
2751,7341
2752,5218
2753,10877
2754,15084
2755,12194
2756,10030
2757,5852
2758,3710
2759,4385
2760,13770
2761,10770
2762,14711
2763,944
2764,984
2765,14845
2766,8084
2767,5745
2768,14147
2769,7758
2770,6314
2771,1107
2772,1949
2773,4514
2774,6087
2775,15415
2776,12229
2777,9294
2778,15314
2779,5795
2780,1016
2781,7346
2782,3372
2783,9085
2784,167
2785,9636
2786,13000
2787,736
2788,8988
2789,641
2790,14745
2791,7139
2792,1047
2793,10161
2794,11046
2795,6225
2796,3890
2797,2493
2798,10451
2799,3560
2800,15030
2801,7421
2802,7462
2803,15613
2804,8300
2805,14030
2806,6764
2807,9485
2808,3968
2809,4124
2810,11831
2811,15601
2812,8353
2813,364
2814,7212
2815,12787
2816,820
2817,4502
2818,10122
2819,535
2820,5885
2821,4570
2822,2449
2823,5293
2824,15612
2825,482
2826,9055
2827,5671
2828,2224
2829,13731
2830,1057
2831,5089
2832,2590
2833,12060
2834,8208
2835,268
2836,6342
2837,8759
2838,6403
2839,1692
2840,3951
2841,14547
2842,14952
2843,8238
2844,5262
2845,14804
2846,12169
2847,7157
2848,486
2849,6791
2850,4982
2851,15013
2852,8726
2853,11565
2854,2729
2855,3159
2856,7079
2857,11886
2858,4591
2859,15173
2860,3230
2861,8765
2862,11383
2863,14883
2864,13056
2865,3384
2866,2713
2867,13697
2868,8777
2869,8628
2870,3077
2871,2110
2872,4200
2873,15110
2874,3435
2875,14409
2876,7102
2877,11426
2878,6751
2879,8996
2880,7634
2881,2371
2882,15432
2883,2276
2884,7611
2885,2323
2886,9668
2887,12568
2888,2266
2889,556
2890,2203
2891,2930
2892,724
2893,1925
2894,11634
2895,15203
2896,11307
2897,904
2898,12429
2899,4012
2900,1560
2901,15693
2902,11104
2903,4995
2904,12341
2905,8825
2906,15660
2907,12340
2908,2915
2909,12772
2910,3130
2911,13080
2912,13920
2913,9922
2914,5256
2915,13263
2916,11386
2917,419
2918,14048
2919,8120
2920,2262
2921,3090
2922,11151
2923,15703
2924,8741
2925,8005
2926,9966
2927,13434
2928,6499
2929,5403
2930,1833
2931,4869
2932,6663
2933,3830
2934,3309
2935,5715
2936,8548
2937,11047
2938,2649
2939,12484
2940,13698
2941,4500
2942,773
2943,10500
2944,10305
2945,4322
2946,4164
2947,55
2948,12746
2949,2486
2950,1578
2951,5195
2952,7705
2953,7366
2954,13674
2955,1327
2956,1478
2957,10536
2958,9929
2959,3300
2960,7877
2961,12950
2962,3455
2963,3331
2964,10464
2965,7636
2966,11177
2967,12343
2968,15187
2969,3665
2970,14504
2971,8931
2972,5865
2973,6684
2974,682
2975,6272
2976,13901
2977,10491
2978,12172
2979,15305
2980,10347
2981,11534
2982,14433
2983,5800
2984,1294
2985,14360
2986,3076
2987,14935
2988,5314
2989,4338
2990,10728
2991,13609
2992,1597
2993,9835
2994,529
2995,12678
2996,965
2997,12845
2998,4628
2999,252
3000,6648
3001,6598
3002,9175
3003,7068
3004,5242
3005,1310
3006,1921
3007,13783
3008,199
3009,13266
3010,9477
3011,5811
3012,2808
3013,1028
3014,4173
3015,9082
3016,11693
3017,7132
3018,8376
3019,7206
3020,14448
3021,8888
3022,9299
3023,301
3024,4786
3025,3525
3026,8862
3027,1906
3028,13260
3029,1240
3030,11071
3031,13020
3032,6898
3033,4605
3034,12234
3035,13771
3036,11888
3037,12144
3038,6334
3039,12535
3040,462
3041,13782
3042,13409
3043,13204
3044,15369
3045,11992
3046,7588
3047,9412
3048,13939
3049,7836
3050,1289
3051,12302
3052,4161
3053,9431
3054,14286
3055,1891
3056,10002
3057,3562
3058,3536
3059,10126
3060,3266
3061,10219
3062,4022
3063,2282
3064,8610
3065,12422
3066,5483
3067,13269
3068,14090
3069,6695
3070,9120
3071,7127
3072,7269
3073,3964
3074,11218
3075,12245
3076,3109
3077,12935
3078,6943
3079,12297
3080,7030
3081,5273
3082,3411
3083,2887
3084,14063
3085,12449
3086,2318
3087,4257
3088,8543
3089,6980
3090,2648
3091,15659
3092,6358
3093,13854
3094,1216
3095,477
3096,6375
3097,534
3098,13691
3099,7851
3100,13459
3101,11933
3102,2325
3103,15604
3104,11375
3105,1713
3106,5903
3107,7718
3108,13319
3109,5204
3110,2477
3111,11496
3112,12350
3113,6158
3114,7552
3115,13252
3116,13140
3117,9860
3118,8987
3119,12111
3120,7642
3121,3912
3122,13560
3123,5524
3124,14182
3125,15198
3126,8110
3127,9090
3128,5872
3129,9162
3130,4709
3131,12188
3132,8933
3133,10883
3134,1498
3135,1659
3136,600
3137,8706
3138,5573
3139,13161
3140,3002
3141,10325
3142,5281
3143,691
3144,13181
3145,7199
3146,2602
3147,7846
3148,11567
3149,7524
3150,15644
3151,14944
3152,4616
3153,174
3154,14810
3155,1944
3156,4968
3157,14144
3158,4788
3159,4156
3160,12687
3161,7871
3162,2022
3163,8372
3164,13512
3165,10394
3166,2813
3167,10108
3168,10282
3169,1419
3170,15717
3171,13070
3172,3337
3173,12014
3174,5888
3175,11807
3176,13604
3177,5769
3178,2248
3179,6747
3180,11783
3181,13064
3182,13300
3183,8760
3184,2544
3185,9111
3186,10766
3187,14257
3188,11079
3189,4349
3190,13353
3191,13961
3192,8289
3193,9187
3194,12160
3195,11860
3196,12216
3197,6526
3198,4261
3199,13558
3200,7138
3201,2844
3202,8618
3203,3528
3204,13455
3205,9517
3206,4178
3207,3741
3208,9452
3209,5464
3210,12610
3211,15448
3212,10447
3213,3063
3214,6008
3215,10632
3216,12864
3217,1859
3218,13656
3219,7934
3220,1854
3221,14422
3222,8815
3223,2766
3224,4985
3225,11784
3226,10803
3227,1235
3228,14452
3229,6861
3230,10335
3231,14219
3232,11959
3233,8846
3234,12282
3235,5013
3236,8584
3237,4153
3238,2409
3239,1546
3240,1993
3241,9774
3242,4409
3243,11271
3244,7773
3245,12147
3246,15258
3247,6198
3248,5859
3249,7744
3250,9249
3251,13028
3252,3049
3253,558
3254,1482
3255,1313
3256,12454
3257,13237
3258,3839
3259,15390
3260,4909
3261,766
3262,11138
3263,8322
3264,7019
3265,5156
3266,15151
3267,1178
3268,775
3269,5087
3270,5805
3271,8411
3272,15590
3273,13432
3274,1456
3275,10687
3276,11420
3277,83
3278,7086
3279,689
3280,14707
3281,3363
3282,2432
3283,3187
3284,2869
3285,5992
3286,1699
3287,7329
3288,8183
3289,2020
3290,13478
3291,7494
3292,826
3293,2786
3294,15397
3295,6548
3296,4793
3297,3783
3298,15404
3299,10292
3300,13066
3301,2403
3302,11169
3303,3782
3304,15547
3305,6922
3306,1247
3307,7894
3308,1622
3309,2842
3310,15039
3311,1803
3312,12751
3313,5012
3314,1717
3315,10819
3316,5917
3317,5883
3318,3303
3319,10859
3320,10096
3321,7098
3322,10340
3323,5040
3324,2442
3325,4459
3326,6253
3327,2694
3328,12951
3329,8340
3330,8107
3331,14215
3332,5720
3333,6335
3334,15470
3335,6210
3336,15041
3337,12475
3338,9110
3339,8503
3340,4611
3341,11781
3342,13495
3343,9473
3344,15050
3345,13087
3346,4023
3347,5123
3348,1551
3349,7589
3350,4751
3351,15246
3352,5772
3353,12153
3354,9932
3355,11892
3356,12455
3357,1945
3358,1266
3359,2273
3360,2819
3361,1093
3362,9449
3363,948
3364,5388
3365,785
3366,2263
3367,3683
3368,4935
3369,8636
3370,10022
3371,9317
3372,1013
3373,7571
3374,5209
3375,13130
3376,4289
3377,4542
3378,4838
3379,7283
3380,688
3381,5760
3382,11126
3383,9105
3384,2611
3385,8359
3386,3658
3387,1856
3388,8899
3389,2033
3390,9880
3391,13962
3392,5051
3393,6799
3394,8704
3395,13001
3396,11464
3397,5632
3398,12646
3399,8772
3400,806
3401,7670
3402,11720
3403,838
3404,707
3405,10802
3406,1573
3407,10074
3408,5497
3409,11448
3410,13347
3411,1761
3412,2281
3413,14327
3414,7472
3415,10058
3416,3770
3417,14377
3418,11027
3419,3898
3420,14705
3421,7625
3422,7591
3423,2212
3424,4430
3425,4220
3426,8319
3427,4872
3428,8066
3429,4171
3430,929
3431,3167
3432,11352
3433,3821
3434,10572
3435,11144
3436,6879
3437,11561
3438,6740
3439,8650
3440,6382
3441,1683
3442,6619
3443,2688
3444,401
3445,5399
3446,14076
3447,3818
3448,14087
3449,10192
3450,1206
3451,13404
3452,6415
3453,12968
3454,3386
3455,7353
3456,13608
3457,11070
3458,4642
3459,9523
3460,4426
3461,12017
3462,4270
3463,730
3464,3615
3465,13668
3466,15552
3467,2417
3468,10385
3469,11555
3470,548
3471,2571
3472,8826
3473,14371
3474,4247
3475,12176
3476,1878
3477,7658
3478,14937
3479,11207
3480,14428
3481,11002
3482,14703
3483,3193
3484,8923
3485,6089
3486,7708
3487,383
3488,7887
3489,6744
3490,2964
3491,8695
3492,12673
3493,11546
3494,10914
3495,3619
3496,2971
3497,459
3498,4096
3499,1495
3500,10786
3501,14896
3502,1565
3503,1287
3504,3909
3505,7576
3506,4592
3507,1218
3508,9304
3509,7282
3510,2512
3511,10438
3512,15450
3513,14173
3514,10351
3515,1342
3516,10705
3517,5920
3518,12037
3519,1497
3520,14056
3521,1215
3522,13514
3523,13748
3524,14978
3525,3
3526,9050
3527,2609
3528,11360
3529,3598
3530,4567
3531,2961
3532,12530
3533,861
3534,1410
3535,12865
3536,9323
3537,12395
3538,3689
3539,10475
3540,9084
3541,6278
3542,10531
3543,5206
3544,4947
3545,13922
3546,12463
3547,2925
3548,12902
3549,4948
3550,5311
3551,6175
3552,7369
3553,7939
3554,5880
3555,13251
3556,11802
3557,2502
3558,5784
3559,15403
3560,3451
3561,473
3562,9278
3563,4392
3564,1328
3565,8470
3566,8310
3567,10565
3568,1939
3569,5321
3570,13446
3571,4451
3572,4668
3573,836
3574,14458
3575,5405
3576,13346
3577,15387
3578,6127
3579,10612
3580,11643
3581,518
3582,14221
3583,771
3584,12491
3585,6904
3586,4154
3587,5018
3588,11229
3589,14699
3590,3007
3591,10316
3592,4038
3593,13941
3594,12731
3595,15221
3596,8552
3597,8831
3598,408
3599,12359
3600,13366
3601,14252
3602,7876
3603,8873
3604,2954
3605,4109
3606,15279
3607,9906
3608,958
3609,3481
3610,2295
3611,803
3612,5394
3613,4652
3614,1403
3615,2886
3616,8560
3617,1674
3618,120
3619,7080
3620,6297
3621,869
3622,11114
3623,9588
3624,3720
3625,110
3626,5977
3627,1584
3628,11823
3629,5840
3630,10039
3631,852
3632,13438
3633,8311
3634,10709
3635,9108
3636,13834
3637,11749
3638,1158
3639,12368
3640,2894
3641,9909
3642,10119
3643,5622
3644,410
3645,2588
3646,2354
3647,2280
3648,3098
3649,2699
3650,2583
3651,7703
3652,1225
3653,3213
3654,10217
3655,9848
3656,11419
3657,7649
3658,15708
3659,9616
3660,9716
3661,10856
3662,6132
3663,3787
3664,6327
3665,4527
3666,6967
3667,3686
3668,7264
3669,4201
3670,11137
3671,2992
3672,10820
3673,10406
3674,11731
3675,11256
3676,6094
3677,3171
3678,15529
3679,12683
3680,15538
3681,3701
3682,8408
3683,14478
3684,5585
3685,10869
3686,4828
3687,5829
3688,13014
3689,13122
3690,1063
3691,15367
3692,2394
3693,7759
3694,13321
3695,10109
3696,991
3697,10334
3698,5165
3699,7133
3700,3084
3701,7174
3702,1236
3703,13950
3704,11387
3705,1366
3706,15075
3707,3347
3708,5762
3709,12204
3710,9201
3711,1017
3712,4172
3713,2247
3714,9947
3715,8876
3716,13288
3717,4794
3718,13810
3719,3204
3720,12866
3721,3750
3722,12273
3723,4347
3724,7657
3725,9737
3726,7479
3727,246
3728,9368
3729,15254
3730,3529
3731,13876
3732,9859
3733,855
3734,14603
3735,9801
3736,15655
3737,11941
3738,9727
3739,13911
3740,13539
3741,2876
3742,3055
3743,3842
3744,927
3745,7325
3746,14
3747,129
3748,1005
3749,13348
3750,371
3751,4626
3752,14775
3753,329
3754,2905
3755,14873
3756,9375
3757,6745
3758,14692
3759,7498
3760,15518
3761,1796
3762,12266
3763,12442
3764,14282
3765,1737
3766,2678
3767,3727
3768,11418
3769,8327
3770,14959
3771,2413
3772,8111
3773,11429
3774,12911
3775,8035
3776,6076
3777,37
3778,4203
3779,2198
3780,15237
3781,5851
3782,10437
3783,197
3784,6125
3785,442
3786,7279
3787,2682
3788,7721
3789,8938
3790,4539
3791,13805
3792,13632
3793,4397
3794,561
3795,11768
3796,9443
3797,3111
3798,5177
3799,3000
3800,14601
3801,13262
3802,15080
3803,11508
3804,9519
3805,12676
3806,12275
3807,13972
3808,11111
3809,3589
3810,3652
3811,5146
3812,8313
3813,8532
3814,372
3815,2779
3816,4321
3817,7747
3818,12812
3819,14285
3820,5296
3821,7338
3822,9615
3823,1091
3824,12964
3825,13726
3826,1387
3827,6976
3828,10115
3829,4000
3830,38
3831,7075
3832,8486
3833,7185
3834,4424
3835,9849
3836,6406
3837,7255
3838,10896
3839,14654
3840,9396
3841,6363
3842,11231
3843,4483
3844,14892
3845,1357
3846,2444
3847,14070
3848,14200
3849,9031
3850,14558
3851,4893
3852,3949
3853,6968
3854,604
3855,15001
3856,12808
3857,12557
3858,14368
3859,2640
3860,7682
3861,13760
3862,3781
3863,13195
3864,7528
3865,7474
3866,367
3867,2081
3868,1454
3869,13048
3870,11775
3871,5445
3872,8445
3873,12587
3874,4043
3875,14295
3876,12184
3877,533
3878,10763
3879,9604
3880,1111
3881,13476
3882,12419
3883,7367
3884,14841
3885,12912
3886,4248
3887,2055
3888,1297
3889,9535
3890,2632
3891,7676
3892,14356
3893,7257
3894,1035
3895,2035
3896,14414
3897,12223
3898,2461
3899,14115
3900,11584
3901,14697
3902,2459
3903,14680
3904,9041
3905,12100
3906,3977
3907,13750
3908,6427
3909,5910
3910,5378
3911,1306
3912,7333
3913,2647
3914,8941
3915,13727
3916,1519
3917,6628
3918,15145
3919,3767
3920,9154
3921,4822
3922,10182
3923,11003
3924,7441
3925,10801
3926,11902
3927,615
3928,10314
3929,9852
3930,15422
3931,6057
3932,10628
3933,9303
3934,14527
3935,5966
3936,9334
3937,6231
3938,7750
3939,6315
3940,8195
3941,7274
3942,13121
3943,6543
3944,4799
3945,14174
3946,14879
3947,15220
3948,12482
3949,9480
3950,9366
3951,2159
3952,599
3953,10982
3954,6393
3955,1432
3956,13546
3957,15371
3958,8466
3959,10053
3960,11772
3961,2770
3962,11284
3963,3578
3964,15289
3965,6136
3966,770
3967,8139
3968,1034
3969,3494
3970,3519
3971,5591
3972,7003
3973,12975
3974,300
3975,4774
3976,10629
3977,9861
3978,5672
3979,1912
3980,11658
3981,14415
3982,14652
3983,5260
3984,12624
3985,4198
3986,11581
3987,3651
3988,14780
3989,11636
3990,13369
3991,6731
3992,13652
3993,11164
3994,11619
3995,6937
3996,8668
3997,14610
3998,10423
3999,11520
4000,3289
4001,8785
4002,15673
4003,6402
4004,2692
4005,8925
4006,8829
4007,11813
4008,13914
4009,9133
4010,271
4011,3019
4012,12098
4013,4960
4014,6662
4015,6450
4016,14096
4017,14621
4018,4584
4019,8067
4020,6755
4021,2058
4022,2015
4023,7007
4024,375
4025,11903
4026,4739
4027,10279
4028,6243
4029,15006
4030,6818
4031,7652
4032,13212
4033,8897
4034,1347
4035,9912
4036,10697
4037,9983
4038,3859
4039,6113
4040,11715
4041,9123
4042,10489
4043,13328
4044,4691
4045,13265
4046,1223
4047,3480
4048,9453
4049,4110
4050,8254
4051,1715
4052,5615
4053,3267
4054,1457
4055,11181
4056,9395
4057,8919
4058,7005
4059,12414
4060,10666
4061,7889
4062,1309
4063,1280
4064,11233
4065,7239
4066,6918
4067,10797
4068,11827
4069,6022
4070,13207
4071,9618
4072,9680
4073,13798
4074,2866
4075,15694
4076,13156
4077,979
4078,14704
4079,9686
4080,7985
4081,10426
4082,11089
4083,1752
4084,6577
4085,11141
4086,9051
4087,6461
4088,6097
4089,14525
4090,3817
4091,9107
4092,5581
4093,12308
4094,8774
4095,1897
4096,13362
4097,4940
4098,13487
4099,12623
4100,10669
4101,228
4102,11657
4103,8336
4104,9042
4105,8964
4106,10720
4107,9529
4108,13567
4109,8143
4110,2133
4111,15164
4112,136
4113,10280
4114,9370
4115,12336
4116,2352
4117,5685
4118,4602
4119,9601
4120,5786
4121,10606
4122,2396
4123,5225
4124,3804
4125,12724
4126,11154
4127,1569
4128,4509
4129,14381
4130,330
4131,2376
4132,8658
4133,13781
4134,7918
4135,102
4136,1199
4137,12888
4138,892
4139,2160
4140,5093
4141,5988
4142,8727
4143,7638
4144,1072
4145,5007
4146,11735
4147,6339
4148,4128
4149,4988
4150,13036
4151,3242
4152,13391
4153,281
4154,11684
4155,14359
4156,6469
4157,11954
4158,14880
4159,11948
4160,7810
4161,4766
4162,13282
4163,11746
4164,1807
4165,424
4166,13667
4167,248
4168,12034
4169,656
4170,5961
4171,6926
4172,8782
4173,4989
4174,1054
4175,7757
4176,10015
4177,14306
4178,15525
4179,8390
4180,5544
4181,3294
4182,12441
4183,15292
4184,9968
4185,4532
4186,11699
4187,12512
4188,4728
4189,8097
4190,10957
4191,13344
4192,7661
4193,7189
4194,7870
4195,5059
4196,12978
4197,2591
4198,13153
4199,8747
4200,4920
4201,10706
4202,2320
4203,6593
4204,4738
4205,6116
4206,9882
4207,3154
4208,6295
4209,1547
4210,8045
4211,13823
4212,12171
4213,2739
4214,12081
4215,14262
4216,12028
4217,2173
4218,13246
4219,15384
4220,9012
4221,3579
4222,11185
4223,2302
4224,6106
4225,9030
4226,15274
4227,3774
4228,5236
4229,4007
4230,7418
4231,12921
4232,8221
4233,3050
4234,12944
4235,6756
4236,10181
4237,14196
4238,1806
4239,4037
4240,9146
4241,14166
4242,8653
4243,14684
4244,13575
4245,9524
4246,7526
4247,7151
4248,13433
4249,2666
4250,92
4251,11297
4252,13101
4253,12488
4254,8189
4255,12725
4256,1590
4257,4089
4258,1021
4259,6915
4260,15698
4261,3120
4262,12303
4263,910
4264,6525
4265,5874
4266,14792
4267,15512
4268,13761
4269,2431
4270,7043
4271,107
4272,9015
4273,2398
4274,7806
4275,8619
4276,2774
4277,3681
4278,4569
4279,12043
4280,12618
4281,2628
4282,1227
4283,15176
4284,12768
4285,9102
4286,12173
4287,13305
4288,1983
4289,14793
4290,3784
4291,14708
4292,3556
4293,15069
4294,8756
4295,2554
4296,11198
4297,2651
4298,12595
4299,13607
4300,8064
4301,12356
4302,5117
4303,13866
4304,1219
4305,2264
4306,91
4307,14638
4308,10195
4309,8352
4310,3043
4311,4074
4312,11247
4313,9639
4314,5120
4315,12097
4316,11145
4317,15086
4318,15170
4319,2491
4320,4271
4321,7789
4322,13993
4323,8816
4324,9094
4325,14267
4326,1448
4327,2549
4328,11121
4329,1957
4330,745
4331,9621
4332,1335
4333,13777
4334,774
4335,11317
4336,7270
4337,5369
4338,13664
4339,6699
4340,7303
4341,8868
4342,13093
4343,4858
4344,13675
4345,3404
4346,12438
4347,7532
4348,14906
4349,1188
4350,3970
4351,14204
4352,9486
4353,5193
4354,9972
4355,11594
4356,10966
4357,1014
4358,9003
4359,11916
4360,4765
4361,15113
4362,5451
4363,2509
4364,4376
4365,15488
4366,15388
4367,6701
4368,11780
4369,6887
4370,11083
4371,12761
4372,10512
4373,6098
4374,9048
4375,14097
4376,13942
4377,8144
4378,13342
4379,11866
4380,13850
4381,2762
4382,5000
4383,11269
4384,6892
4385,2802
4386,272
4387,5181
4388,12187
4389,15185
4390,15497
4391,2206
4392,542
4393,6620
4394,14509
4395,674
4396,7207
4397,4068
4398,9286
4399,226
4400,6324
4401,11337
4402,14767
4403,4439
4404,3028
4405,1511
4406,2803
4407,7580
4408,7480
4409,5733
4410,11216
4411,1314
4412,11397
4413,2855
4414,14362
4415,1461
4416,15463
4417,3674
4418,5722
4419,15714
4420,9607
4421,14752
4422,15011
4423,2630
4424,13710
4425,5496
4426,6552
4427,5962
4428,12033
4429,12464
4430,2161
4431,12675
4432,5268
4433,9726
4434,1467
4435,10228
4436,14004
4437,15593
4438,9265
4439,105
4440,13871
4441,2872
4442,11019
4443,5691
4444,9741
4445,12195
4446,617
4447,2715
4448,9138
4449,458
4450,97
4451,3981
4452,15311
4453,10904
4454,10626
4455,5141
4456,12246
4457,5197
4458,9047
4459,15035
4460,14111
4461,7067
4462,8439
4463,10805
4464,1189
4465,7053
4466,7343
4467,3229
4468,13132
4469,5597
4470,6599
4471,15137
4472,765
4473,13078
4474,12900
4475,2836
4476,2658
4477,9204
4478,5884
4479,3944
4480,15211
4481,12877
4482,8494
4483,13860
4484,9143
4485,15439
4486,9181
4487,14495
4488,15281
4489,11956
4490,7289
4491,10411
4492,12998
4493,6267
4494,1609
4495,7709
4496,919
4497,1324
4498,9756
4499,3227
4500,7990
4501,3025
4502,1512
4503,8733
4504,2867
4505,13359
4506,3151
4507,6591
4508,9191
4509,5184
4510,10285
4511,10213
4512,11608
4513,6179
4514,15325
4515,13320
4516,11638
4517,15516
4518,5790
4519,224
4520,14402
4521,2984
4522,10887
4523,7166
4524,3882
4525,7802
4526,13799
4527,546
4528,4586
4529,8652
4530,8578
4531,5534
4532,3226
4533,12131
4534,10537
4535,9032
4536,4114
4537,2222
4538,1442
4539,5384
4540,918
4541,10436
4542,14114
4543,10506
4544,6370
4545,4796
4546,2646
4547,2506
4548,9630
4549,4290
4550,5289
4551,6398
4552,732
4553,6500
4554,13177
4555,8072
4556,10822
4557,1082
4558,6104
4559,1838
4560,4498
4561,6481
4562,3892
4563,821
4564,14376
4565,8755
4566,12066
4567,4151
4568,5969
4569,5266
4570,13579
4571,7394
4572,15500
4573,7881
4574,3992
4575,8450
4576,13915
4577,14421
4578,10445
4579,12088
4580,11404
4581,2370
4582,13067
4583,9355
4584,8273
4585,15337
4586,8444
4587,11876
4588,6715
4589,6269
4590,930
4591,22
4592,1271
4593,4340
4594,10959
4595,2702
4596,1663
4597,4826
4598,3166
4599,11589
4600,6712
4601,6974
4602,2614
4603,4795
4604,2734
4605,9936
4606,1006
4607,13427
4608,13766
4609,11814
4610,5669
4611,15575
4612,2010
4613,13716
4614,7227
4615,6218
4616,4687
4617,13420
4618,13333
4619,11572
4620,2246
4621,277
4622,2418
4623,14194
4624,15706
4625,10288
4626,3364
4627,14782
4628,10654
4629,11484
4630,5610
4631,10274
4632,14466
4633,12825
4634,3157
4635,11891
4636,2579
4637,1001
4638,13868
4639,2001
4640,8125
4641,13116
4642,13076
4643,13639
4644,1083
4645,10425
4646,642
4647,2789
4648,13492
4649,5879
4650,14199
4651,9591
4652,883
4653,10094
4654,13428
4655,2271
4656,14102
4657,11110
4658,8640
4659,6729
4660,925
4661,8624
4662,10083
4663,14840
4664,6987
4665,14632
4666,1997
4667,10829
4668,1202
4669,14499
4670,11021
4671,1402
4672,3461
4673,7962
4674,6939
4675,7342
4676,3001
4677,6100
4678,7427
4679,8620
4680,9428
4681,9987
4682,8281
4683,14802
4684,13315
4685,6390
4686,10788
4687,14893
4688,1907
4689,15183
4690,8264
4691,15596
4692,7663
4693,5215
4694,12227
4695,4890
4696,8670
4697,7944
4698,12467
4699,9506
4700,3011
4701,560
4702,5677
4703,12004
4704,5950
4705,8592
4706,5842
4707,14092
4708,14081
4709,14979
4710,3498
4711,14744
4712,2438
4713,3432
4714,871
4715,7402
4716,10657
4717,11963
4718,1116
4719,6949
4720,15119
4721,7599
4722,15586
4723,2818
4724,437
4725,10143
4726,14235
4727,7756
4728,5148
4729,3118
4730,9489
4731,6805
4732,11333
4733,15466
4734,15668
4735,14965
4736,2695
4737,9579
4738,4032
4739,6025
4740,1658
4741,15580
4742,9734
4743,13221
4744,14575
4745,629
4746,3116
4747,6769
4748,6379
4749,15225
4750,3010
4751,13887
4752,13086
4753,12679
4754,2136
4755,9493
4756,5564
4757,9596
4758,12580
4759,6065
4760,6396
4761,1970
4762,8115
4763,253
4764,14758
4765,12244
4766,3211
4767,6908
4768,13734
4769,5635
4770,6108
4771,15132
4772,12737
4773,14390
4774,3445
4775,2563
4776,7936
4777,1500
4778,7163
4779,8306
4780,10667
4781,650
4782,11625
4783,12913
4784,915
4785,1407
4786,14878
4787,10571
4788,4757
4789,14407
4790,11785
4791,8794
4792,7538
4793,10386
4794,3836
4795,3993
4796,8828
4797,2589
4798,3032
4799,10333
4800,12575
4801,94
4802,5349
4803,14017
4804,9681
4805,9251
4806,348
4807,5060
4808,10577
4809,11004
4810,778
4811,7998
4812,12044
4813,6844
4814,14465
4815,1115
4816,10882
4817,11921
4818,6266
4819,10321
4820,4736
4821,15480
4822,12130
4823,5340
4824,10973
4825,14888
4826,1831
4827,1632
4828,7828
4829,12564
4830,11090
4831,4791
4832,5111
4833,2025
4834,2388
4835,12316
4836,13423
4837,11403
4838,6458
4839,2338
4840,4041
4841,8394
4842,3780
4843,285
4844,4143
4845,1333
4846,10242
4847,4832
4848,8667
4849,5649
4850,2207
4851,8071
4852,7032
4853,648
4854,1589
4855,7141
4856,7077
4857,14432
4858,15267
4859,11854
4860,1820
4861,11342
4862,2838
4863,789
4864,10034
4865,8451
4866,12019
4867,7234
4868,378
4869,5183
4870,8691
4871,13548
4872,1718
4873,14920
4874,6846
4875,11756
4876,15199
4877,7575
4878,13426
4879,1810
4880,4667
4881,9252
4882,11630
4883,5364
4884,2473
